Company_Type,Tiker_name,Company_name,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Company_link
Leather companies,RELAXO,Metro Brands,22492.0,904.0,974.0,748.0,116.0,76.2,,11.8,8.65,1.0,4.38,20.8,61.0,24.9,4.9,7.24,49.2,1.78,0.93,0.12,https://www.screener.in/company/RELAXO/
Leather companies,BATAINDIA,Relaxo Footwear,21225.0,1651.0,1771.0,1381.0,67.5,109.0,,19.6,19.8,5.0,5.39,19.6,61.0,12.8,4.14,6.78,55.9,2.64,0.93,0.9,https://www.screener.in/company/BATAINDIA/consolidated/
Leather companies,CAMPUS,Bata India,8545.0,280.0,425.0,238.0,82.9,19.4,,23.0,23.8,5.0,-2.13,17.8,61.0,30.5,32.8,34.1,53.9,0.01,0.66,0.55,https://www.screener.in/company/CAMPUS/
Leather companies,KHADIM,Campus Activewe.,640.0,356.0,425.0,175.0,51.0,127.0,,10.4,7.15,10.0,-10.1,104.0,61.0,1.8,-5.07,16.1,41.7,1.0,0.84,1.42,https://www.screener.in/company/KHADIM/
Leather companies,MIRZAINT,Khadim India,640.0,46.3,74.0,28.6,41.7,39.6,,7.57,4.59,2.0,-44.5,61.8,61.0,13.8,-19.7,37.4,47.7,0.29,0.63,0.09,https://www.screener.in/company/MIRZAINT/consolidated/
Leather companies,LIBERTSHOE,Mirza Internatio,475.0,279.0,328.0,181.0,61.0,120.0,,8.99,6.78,10.0,5.19,53.8,61.0,1.7,0.12,15.0,41.9,1.55,0.85,0.68,https://www.screener.in/company/LIBERTSHOE/
Leather companies,BIL,Liberty Shoes,410.0,336.0,408.0,145.0,7.11,320.0,,13.4,17.6,10.0,-10.5,131.0,61.0,1.22,3.48,17.6,55.1,4.58,0.82,1.39,https://www.screener.in/company/BIL/consolidated/
Leather companies,SUPERHOUSE,Bhartiya Intl.,274.0,249.0,287.0,185.0,12.1,404.0,,8.2,6.07,10.0,-1.61,34.5,61.0,1.1,7.96,13.2,57.7,4.46,0.87,0.43,https://www.screener.in/company/SUPERHOUSE/consolidated/
Leather companies,532829,Superhouse Ltd,229.0,140.0,179.0,70.0,32.2,58.1,,8.37,6.42,10.0,19.0,100.0,61.0,1.63,28.8,21.6,43.7,1.24,0.78,0.63,https://www.screener.in/company/532829/
Leather companies,AKI,Lehar Footwears,187.0,28.0,28.9,10.6,184.0,2.23,,7.87,7.45,2.0,-8.97,165.0,61.0,6.69,10.5,3.05,71.7,0.03,0.97,1.98,https://www.screener.in/company/AKI/
Leather companies,523842,AKI India,94.9,8.79,9.54,5.45,16.2,8.72,,7.86,7.45,1.0,-2.83,61.3,61.0,10.8,6.87,7.86,50.5,0.15,0.92,0.63,https://www.screener.in/company/523842/consolidated/
Leather companies,ZENITHEXPO,Super Tannery,86.6,160.0,186.0,76.2,33.8,149.0,,2.23,0.95,10.0,-15.9,111.0,61.0,0.54,-9.08,13.6,55.2,0.98,0.86,0.07,https://www.screener.in/company/ZENITHEXPO/
Leather companies,526481,Zenith Exports,64.5,38.4,49.1,19.5,32.6,205.0,,2.25,0.63,10.0,-14.7,96.9,61.0,1.68,-9.02,21.8,53.5,0.32,0.78,0.23,https://www.screener.in/company/526481/consolidated/
Leather companies,541771,Phoenix Intl.,25.7,2.38,2.68,1.48,61.2,1.14,,5.25,3.02,1.0,14.8,60.8,61.0,10.8,17.7,11.2,57.8,0.01,0.89,2.3,https://www.screener.in/company/541771/
Leather companies,514412,Amin Tannery,13.6,41.7,41.7,20.6,,-23.4,,-0.43,,10.0,-39.0,103.0,61.0,0.33,-23.8,0.0,92.4,-2.64,1.0,,https://www.screener.in/company/514412/
Leather companies,523242,Sarup Industries,9.02,6.68,6.68,2.55,,-1.7,,,,10.0,,162.0,61.0,1.35,,0.0,94.6,-0.03,1.0,,https://www.screener.in/company/523242/
Leather companies,526468,NB Footwear,8.94,20.0,23.8,15.9,23.5,32.0,,5.49,2.66,10.0,19.6,25.9,61.0,0.45,-12.8,16.0,48.5,0.22,0.84,1.38,https://www.screener.in/company/526468/
Leather companies,530173,Euro Leder Fash,4.52,13.7,13.7,4.99,,9.7,,-7.36,-7.66,10.0,-100.0,175.0,61.0,0.33,,0.0,85.9,-0.09,1.0,0.0,https://www.screener.in/company/530173/
Leather companies,513515,Oscar Global,3.31,1.68,2.09,1.16,,-14.4,,-12.0,,10.0,-36.5,44.8,61.0,1.97,-18.2,19.6,55.7,-0.59,0.8,,https://www.screener.in/company/513515/
Leather companies,531680,S R Industries,3.1,6.41,7.92,4.75,,8.96,,-4.63,-20.6,10.0,-12.3,35.0,61.0,0.48,-9.75,19.1,58.5,-1.45,0.81,0.79,https://www.screener.in/company/531680/
Leather companies,CONCOR,Mayur Leather,52378.0,860.0,880.0,555.0,44.2,190.0,,13.7,10.6,5.0,4.14,54.9,38.4,60.9,7.75,2.3,65.3,6.03,0.98,0.07,https://www.screener.in/company/CONCOR/consolidated/
Logistics companies,DELHIVERY,Container Corpn.,28612.0,389.0,452.0,291.0,,124.0,,-11.4,-13.5,1.0,-0.7,33.8,59.7,73.5,37.5,14.0,53.4,-1.4,0.86,0.1,https://www.screener.in/company/DELHIVERY/consolidated/
Logistics companies,BLUEDART,Delhivery,17471.0,7362.0,7939.0,5632.0,59.7,513.0,,26.3,34.9,10.0,1.52,30.7,59.7,2.37,17.7,7.26,57.6,30.8,0.93,0.9,https://www.screener.in/company/BLUEDART/consolidated/
Logistics companies,TVSSCS,Blue Dart Expres,8716.0,198.0,258.0,194.0,236.0,40.9,,6.43,5.13,1.0,10.7,2.27,38.4,44.0,15.7,23.2,35.5,-1.13,0.77,1.24,https://www.screener.in/company/TVSSCS/consolidated/
Logistics companies,ALLCARGO,TVS Supply,7904.0,322.0,345.0,246.0,28.3,103.0,,18.5,20.1,2.0,-34.7,31.0,38.4,24.6,34.9,6.68,70.2,0.89,0.93,0.68,https://www.screener.in/company/ALLCARGO/consolidated/
Logistics companies,VRLLOG,Allcargo Logist.,6739.0,770.0,799.0,483.0,44.3,104.0,,17.9,39.7,10.0,12.1,59.5,38.4,8.75,7.73,3.57,63.5,2.25,0.96,1.0,https://www.screener.in/company/VRLLOG/
Logistics companies,TCI,VRL Logistics,6388.0,823.0,920.0,591.0,18.8,240.0,,22.4,20.5,2.0,8.86,39.2,38.4,7.76,11.6,10.6,47.7,11.2,0.89,0.09,https://www.screener.in/company/TCI/consolidated/
Logistics companies,TCIEXP,Transport Corp.,5269.0,1374.0,1900.0,1294.0,38.1,172.0,,32.6,24.6,2.0,6.76,6.25,38.4,3.83,6.34,27.7,43.6,9.28,0.72,0.02,https://www.screener.in/company/TCIEXP/
Logistics companies,GATEWAY,TCI Express,5186.0,104.0,113.0,58.5,20.5,36.3,,12.8,14.0,10.0,4.13,77.4,38.4,50.0,55.7,7.93,58.8,1.48,0.92,0.26,https://www.screener.in/company/GATEWAY/
Logistics companies,SINDHUTRAD,Gateway Distri,4163.0,27.0,35.6,16.5,41.0,8.76,,4.74,0.02,1.0,0.53,63.6,38.4,154.0,0.02,24.0,42.2,0.33,0.76,1.19,https://www.screener.in/company/SINDHUTRAD/consolidated/
Logistics companies,MAHLOG,Sindhu Trade,2794.0,388.0,509.0,347.0,,72.2,,7.36,4.45,10.0,10.7,11.7,38.4,7.2,13.9,23.8,56.6,-2.21,0.76,1.38,https://www.screener.in/company/MAHLOG/consolidated/
Logistics companies,RIIL,Mahindra Logis.,2036.0,1348.0,1408.0,723.0,205.0,265.0,,2.49,2.32,10.0,-3.63,86.5,38.4,1.51,-5.17,4.22,67.6,1.64,0.96,0.0,https://www.screener.in/company/RIIL/
Logistics companies,539841,Rel. Indl. Infra,1959.0,85.7,106.0,40.3,37.0,15.1,,27.3,40.6,5.0,-16.9,113.0,38.4,22.8,46.7,19.4,44.3,0.66,0.81,0.48,https://www.screener.in/company/539841/consolidated/
Logistics companies,SICALLOG,Lancer Containe.,1654.0,253.0,294.0,97.0,,4.81,,-4.05,,10.0,-13.2,161.0,38.4,6.52,-27.0,13.9,56.8,-1.34,0.86,15.5,https://www.screener.in/company/SICALLOG/consolidated/
Logistics companies,ACLGATI,Sical Logistics,1617.0,124.0,178.0,97.5,,47.2,,3.43,-1.22,2.0,4.11,27.3,38.4,13.0,0.3,30.1,37.9,-0.15,0.7,0.57,https://www.screener.in/company/ACLGATI/consolidated/
Logistics companies,NAVKARCORP,Allcargo Gati,1538.0,102.0,108.0,44.4,38.8,132.0,,3.0,4.06,10.0,-27.5,130.0,38.4,15.0,-8.01,5.46,66.3,0.14,0.95,0.09,https://www.screener.in/company/NAVKARCORP/
Logistics companies,JITFINFRA,Navkar Corporat.,1424.0,554.0,717.0,77.5,,-351.0,,9.27,,2.0,99.5,615.0,38.4,2.57,23.5,22.7,52.6,1.6,0.77,,https://www.screener.in/company/JITFINFRA/consolidated/
Logistics companies,TREL,JITF Infra Logis,1115.0,45.4,51.4,27.4,32.1,42.8,,10.9,7.18,2.0,,65.7,38.4,24.6,,11.7,50.1,3.2,0.88,0.07,https://www.screener.in/company/TREL/consolidated/
Logistics companies,SNOWMAN,TransIndia Real,1061.0,63.5,65.8,30.2,70.0,25.2,,5.86,2.63,10.0,37.2,110.0,38.4,16.7,20.2,3.5,60.9,0.18,0.97,0.61,https://www.screener.in/company/SNOWMAN/
Logistics companies,536264,Snowman Logistic,752.0,711.0,748.0,335.0,47.6,97.6,,37.7,27.1,10.0,-63.3,112.0,38.4,1.06,12.9,4.84,74.2,3.05,0.95,0.01,https://www.screener.in/company/536264/
Logistics companies,RITCO,Tiger Logistics,658.0,269.0,305.0,125.0,22.9,67.0,,15.5,18.1,10.0,20.7,115.0,38.4,2.45,15.2,11.9,54.7,3.48,0.88,1.6,https://www.screener.in/company/RITCO/
Logistics companies,AVG,Ritco Logistics,443.0,376.0,405.0,100.0,13.2,86.8,,11.7,9.66,10.0,-1.05,276.0,38.4,1.18,9.84,7.11,65.1,1.46,0.93,2.35,https://www.screener.in/company/AVG/consolidated/
Logistics companies,540738,AVG Logistics,296.0,56.4,90.5,52.4,21.1,9.27,,20.0,25.1,2.0,29.2,7.6,38.4,5.24,19.2,37.7,39.2,0.93,0.62,1.11,https://www.screener.in/company/540738/
Logistics companies,ZEAL,Shreeji Translog,286.0,215.0,256.0,142.0,28.4,45.4,,53.2,55.9,10.0,25.7,50.9,38.4,1.33,13.6,15.9,48.8,3.44,0.84,0.28,https://www.screener.in/company/ZEAL/consolidated/
Logistics companies,NECCLTD,Zeal Global Serv,272.0,28.6,37.4,13.1,46.2,15.5,,8.27,5.56,10.0,6.13,118.0,38.4,9.5,-6.65,23.4,41.4,0.12,0.77,0.77,https://www.screener.in/company/NECCLTD/
Logistics companies,TARACHAND,North Eastn.Car.,250.0,177.0,214.0,58.8,21.8,56.3,,10.7,10.2,10.0,16.2,201.0,38.4,1.41,7.17,17.4,52.8,1.9,0.83,1.12,https://www.screener.in/company/TARACHAND/
Logistics companies,SVLL,Tara Chand Infra,245.0,214.0,214.0,125.0,101.0,26.6,,17.5,7.47,10.0,18.5,70.8,38.4,1.15,17.3,0.0,78.3,1.06,1.0,1.57,https://www.screener.in/company/SVLL/
Logistics companies,SJLOGISTIC,Shree Vasu Logis,238.0,164.0,184.0,158.0,31.0,,,,,10.0,,4.06,38.4,1.45,,10.8,,8.75,0.89,0.52,https://www.screener.in/company/SJLOGISTIC/consolidated/
Logistics companies,ARSHIYA,S J Logistics (I,224.0,8.5,9.25,3.45,,0.1,,-2.49,-104.0,2.0,-1.65,146.0,38.4,26.4,-21.5,8.11,80.3,-2.04,0.92,371.0,https://www.screener.in/company/ARSHIYA/consolidated/
Logistics companies,ASPINWALL,Arshiya,194.0,248.0,295.0,184.0,33.5,224.0,,10.8,8.82,10.0,-16.3,34.8,38.4,0.78,4.75,16.1,50.6,1.14,0.84,0.35,https://www.screener.in/company/ASPINWALL/consolidated/
Logistics companies,DJML,Aspinwall & Co,165.0,153.0,209.0,120.0,69.2,26.7,,16.0,12.4,10.0,3.14,27.1,38.4,1.08,33.6,27.1,49.7,0.28,0.73,0.5,https://www.screener.in/company/DJML/
Logistics companies,ACCURACY,DJ Mediaprint,145.0,9.65,22.5,7.05,,7.3,,11.0,7.59,1.0,-23.0,36.9,38.4,15.1,36.1,57.1,60.4,-0.14,0.43,0.9,https://www.screener.in/company/ACCURACY/consolidated/
Logistics companies,504380,Accuracy Shippi.,142.0,78.2,133.0,71.6,258.0,22.0,,20.0,24.8,10.0,-40.2,9.25,38.4,1.82,54.4,41.3,29.3,-1.32,0.59,1.66,https://www.screener.in/company/504380/
Logistics companies,GICL,Flomic Global,130.0,52.0,70.9,34.6,43.2,7.42,,10.3,7.04,10.0,5.68,50.3,38.4,2.49,9.07,26.7,58.9,0.6,0.73,0.59,https://www.screener.in/company/GICL/consolidated/
Logistics companies,PATINTLOG,Globe Intl. Car.,125.0,19.4,25.2,10.5,25.5,18.4,,5.99,4.17,10.0,-9.09,84.8,38.4,6.46,-7.13,23.0,52.4,0.21,0.77,0.18,https://www.screener.in/company/PATINTLOG/
Logistics companies,523116,Patel Integrated,119.0,662.0,910.0,595.0,139.0,580.0,,2.25,0.98,10.0,-13.3,11.2,38.4,0.18,3.76,27.3,44.7,2.17,0.73,0.09,https://www.screener.in/company/523116/
Logistics companies,540006,Sanco Trans,103.0,8.06,11.5,3.83,,5.77,,4.85,-1.56,2.0,-15.1,110.0,38.4,12.8,8.35,29.7,53.0,0.01,0.7,1.23,https://www.screener.in/company/540006/consolidated/
Logistics companies,531977,East West Holdin,74.6,7.51,9.48,3.45,133.0,4.46,,4.08,0.36,1.0,-26.0,118.0,38.4,9.93,-16.0,20.8,57.9,-0.01,0.79,0.88,https://www.screener.in/company/531977/
Logistics companies,520123,Chart.Logistics,71.0,131.0,161.0,68.0,25.5,78.9,,7.64,6.16,10.0,9.61,92.6,38.4,0.54,-13.0,18.5,60.1,1.27,0.82,0.52,https://www.screener.in/company/520123/
Logistics companies,COMMITTED,ABC India,59.4,55.0,87.0,52.3,11.2,,,27.3,20.2,10.0,-16.3,5.16,38.4,1.08,13.3,36.8,41.3,3.45,0.63,0.0,https://www.screener.in/company/COMMITTED/
Logistics companies,TIMESCAN,Committed Cargo,48.6,139.0,204.0,110.0,15.6,51.3,,32.0,25.1,10.0,-15.6,26.0,38.4,0.35,46.1,31.8,36.4,3.86,0.68,0.11,https://www.screener.in/company/TIMESCAN/
Logistics companies,FSC,Timescan Logist.,48.5,11.0,30.9,8.9,,-32.0,,5.99,-12.4,10.0,9.3,24.2,38.4,4.39,-18.2,64.2,56.2,-6.84,0.36,1.46,https://www.screener.in/company/FSC/
Logistics companies,MARINETRAN,Future Supply,43.7,34.4,43.4,28.5,28.6,,,13.5,10.0,10.0,-26.1,20.5,38.4,1.27,7.16,20.9,49.2,,0.79,0.35,https://www.screener.in/company/MARINETRAN/consolidated/
Logistics companies,543621,Marinetrans Indi,39.8,39.0,66.6,36.5,21.3,26.8,,13.2,19.6,10.0,-15.1,6.91,38.4,1.02,38.5,41.4,45.4,0.59,0.59,0.94,https://www.screener.in/company/543621/consolidated/
Logistics companies,520127,Cargosol Logist.,33.1,18.2,22.7,10.0,19.5,9.91,,10.0,7.32,10.0,12.5,81.4,38.4,1.82,-13.2,19.8,52.6,0.19,0.8,0.59,https://www.screener.in/company/520127/
Logistics companies,543618,Balurghat Tech,29.0,71.0,126.0,63.0,16.6,32.5,,27.1,22.8,10.0,-30.8,12.7,38.4,0.41,50.6,43.6,37.8,2.94,0.56,0.11,https://www.screener.in/company/543618/
Logistics companies,OLIL,Cargotrans Marit,23.9,66.2,140.0,64.0,126.0,,,,,10.0,,3.44,38.4,0.36,,52.7,41.5,0.77,0.47,0.71,https://www.screener.in/company/OLIL/
Logistics companies,544056,OneClick Logisti,23.2,75.4,85.0,72.1,19.5,,,31.8,26.6,10.0,24.0,4.66,38.4,0.31,,11.3,,,0.89,0.33,https://www.screener.in/company/544056/
Logistics companies,530259,Sahara,20.8,41.6,49.9,18.6,18.4,31.5,,3.18,-1.2,10.0,29.7,124.0,38.4,0.5,20.4,16.6,51.5,2.02,0.83,1.07,https://www.screener.in/company/530259/
Logistics companies,520131,Inter State Oil,19.5,47.0,55.4,19.1,35.5,47.9,,4.72,4.54,10.0,-5.59,146.0,38.4,0.41,-2.65,15.1,66.2,1.25,0.85,0.02,https://www.screener.in/company/520131/
Logistics companies,543754,Coastal Roadways,16.3,61.4,114.0,0.0,13.8,27.3,,19.6,16.1,10.0,127.0,,38.4,0.27,,46.0,45.5,1.05,0.54,0.71,https://www.screener.in/company/543754/consolidated/
Logistics companies,AMIABLE,Transvoy Logist.,14.3,82.0,103.0,66.0,13.3,43.2,,29.6,25.0,10.0,72.9,24.2,38.4,0.17,23.0,20.4,49.3,3.78,0.8,0.42,https://www.screener.in/company/AMIABLE/
Logistics companies,JALAN,Amiable Logistic,7.85,5.4,11.4,4.15,3.52,-16.7,,5.33,,10.0,38.4,30.1,38.4,1.45,-18.6,52.8,51.9,0.09,0.47,,https://www.screener.in/company/JALAN/
Logistics companies,540597,Jalan Transol.,5.83,8.92,8.92,4.45,,-1.58,,-3.89,,5.0,,100.0,38.4,0.65,,0.0,83.9,-0.09,1.0,,https://www.screener.in/company/540597/
Logistics companies,506975,Containerway Int,1.86,1.15,1.84,0.0,,-0.62,,,,10.0,-16.7,,38.4,1.62,-14.7,37.5,71.0,-0.01,0.63,,https://www.screener.in/company/506975/
Logistics companies,526737,Rajas. Petro Syn,1.79,2.48,7.09,2.07,,0.74,,-6.29,-8.26,10.0,-97.5,19.8,59.7,0.72,22.1,65.0,29.2,-0.01,0.35,0.58,https://www.screener.in/company/526737/
Logistics companies,512277,Corporate Courie,1.71,34.8,34.8,30.1,0.24,592.0,,27.4,33.8,10.0,39.6,15.7,38.4,0.05,6.41,0.0,,60.8,1.0,1.07,https://www.screener.in/company/512277/
Logistics companies,543754,Autoriders Intl.,16.3,61.4,114.0,0.0,13.8,27.3,,19.6,16.1,10.0,127.0,,38.4,0.27,,46.0,45.5,1.05,0.54,0.71,https://www.screener.in/company/543754/consolidated/
Logistics companies,AMIABLE,Transvoy Logist.,14.3,82.0,103.0,66.0,13.3,43.2,,29.6,25.0,10.0,72.9,24.2,38.4,0.17,23.0,20.4,49.3,3.78,0.8,0.42,https://www.screener.in/company/AMIABLE/
Logistics companies,JALAN,Amiable Logistic,7.85,5.4,11.4,4.15,3.52,-16.7,,5.33,,10.0,38.4,30.1,38.4,1.45,-18.6,52.8,51.9,0.09,0.47,,https://www.screener.in/company/JALAN/
Logistics companies,540597,Jalan Transol.,5.83,8.92,8.92,4.45,,-1.58,,-3.89,,5.0,,100.0,38.4,0.65,,0.0,83.9,-0.09,1.0,,https://www.screener.in/company/540597/
Logistics companies,506975,Containerway Int,1.86,1.15,1.84,0.0,,-0.62,,,,10.0,-16.7,,38.4,1.62,-14.7,37.5,71.0,-0.01,0.63,,https://www.screener.in/company/506975/
Logistics companies,526737,Rajas. Petro Syn,1.79,2.48,7.09,2.07,,0.74,,-6.29,-8.26,10.0,-97.5,19.8,59.7,0.72,22.1,65.0,29.2,-0.01,0.35,0.58,https://www.screener.in/company/526737/
Logistics companies,512277,Corporate Courie,1.71,34.8,34.8,30.1,0.24,592.0,,27.4,33.8,10.0,39.6,15.7,38.4,0.05,6.41,0.0,,60.8,1.0,1.07,https://www.screener.in/company/512277/
Logistics companies,ADANIPORTS,Autoriders Intl.,221274.0,1024.0,1102.0,395.0,28.0,225.0,,9.53,14.4,2.0,27.0,159.0,28.0,216.0,20.6,7.08,61.8,8.09,0.93,1.03,https://www.screener.in/company/ADANIPORTS/consolidated/
Marine Port & Services companies,JSWINFRA,Adani Ports,43743.0,208.0,248.0,142.0,59.0,,,16.7,20.4,2.0,40.6,47.0,28.0,210.0,40.9,15.8,43.3,1.21,0.84,0.63,https://www.screener.in/company/JSWINFRA/consolidated/
Marine Port & Services companies,GPPL,JSW Infrast,7399.0,153.0,158.0,88.2,21.0,43.2,,20.6,15.5,10.0,15.8,73.5,28.0,48.3,7.63,3.1,59.6,2.23,0.97,0.04,https://www.screener.in/company/GPPL/
Marine Port & Services companies,NETWORK18,Guj Pipavav Port,9145.0,87.4,100.0,45.0,,125.0,,2.2,-2.21,5.0,36.8,94.1,20.6,105.0,5.12,13.0,54.0,-0.58,0.87,0.28,https://www.screener.in/company/NETWORK18/consolidated/
Media - Print/Television/Radio companies,DBCORP,Netwrk.18 Media,4760.0,267.0,325.0,92.8,17.7,113.0,,11.8,8.88,10.0,9.12,188.0,20.6,17.8,-1.44,17.8,50.8,5.63,0.82,0.14,https://www.screener.in/company/DBCORP/consolidated/
Media - Print/Television/Radio companies,JAGRAN,D B Corp,2038.0,93.6,121.0,65.2,12.7,84.3,,8.23,7.08,2.0,0.49,43.6,20.6,21.8,-3.99,22.7,45.6,1.95,0.77,0.15,https://www.screener.in/company/JAGRAN/consolidated/
Media - Print/Television/Radio companies,NDTV,Jagran Prakashan,1692.0,262.0,355.0,167.0,,42.9,,18.6,15.7,4.0,-22.1,57.1,20.6,6.45,1.12,26.0,56.7,0.92,0.74,0.02,https://www.screener.in/company/NDTV/consolidated/
Media - Print/Television/Radio companies,TVTODAY,NDTV,1278.0,214.0,315.0,170.0,23.5,138.0,,13.0,9.54,5.0,-4.83,26.3,20.6,5.97,0.81,32.0,53.3,1.18,0.68,0.06,https://www.screener.in/company/TVTODAY/consolidated/
Media - Print/Television/Radio companies,SANDESH,T.V. Today Netw.,850.0,1123.0,1255.0,782.0,8.22,1467.0,,12.9,9.77,10.0,-6.99,43.6,20.6,0.76,-0.18,10.5,67.0,34.3,0.89,0.0,https://www.screener.in/company/SANDESH/
Media - Print/Television/Radio companies,543831,Sandesh,689.0,495.0,551.0,150.0,96.4,74.2,,11.9,10.4,10.0,8.69,230.0,59.7,1.39,9.07,10.2,53.8,3.02,0.9,0.02,https://www.screener.in/company/543831/
Media - Print/Television/Radio companies,HMVL,Bright Outdoor,669.0,90.8,98.0,41.0,58.6,200.0,,-2.59,-2.67,10.0,-5.11,122.0,20.6,7.37,-3.58,7.3,55.4,-0.86,0.93,0.1,https://www.screener.in/company/HMVL/consolidated/
Media - Print/Television/Radio companies,HTMEDIA,Hindustan Media,592.0,25.4,28.2,14.1,,74.3,,-4.03,-12.2,2.0,-2.75,80.5,20.6,23.3,-6.34,9.78,49.6,-2.16,0.9,0.58,https://www.screener.in/company/HTMEDIA/consolidated/
Media - Print/Television/Radio companies,UFO,H T Media,432.0,112.0,130.0,57.2,83.5,71.8,,-0.97,-4.95,10.0,21.8,95.8,20.6,3.86,-7.62,13.8,51.8,0.86,0.86,0.34,https://www.screener.in/company/UFO/consolidated/
Media - Print/Television/Radio companies,GRAPHISAD,UFO Moviez,132.0,72.3,112.0,70.0,23.0,,,15.0,14.0,10.0,10.4,3.29,59.7,1.83,,35.4,,,0.65,0.69,https://www.screener.in/company/GRAPHISAD/consolidated/
Media - Print/Television/Radio companies,SAMBHAAV,Graphisads,75.5,3.95,4.95,2.22,,4.22,,2.05,-3.38,1.0,-5.96,77.9,20.6,19.1,-5.85,20.2,55.4,-0.01,0.8,0.2,https://www.screener.in/company/SAMBHAAV/consolidated/
Media - Print/Television/Radio companies,DNAMEDIA,Sambhaav Media,60.0,5.1,6.51,2.07,4.61,-33.0,,,,1.0,112.0,146.0,20.6,11.8,88.9,21.7,63.2,0.3,0.78,,https://www.screener.in/company/DNAMEDIA/
Media - Print/Television/Radio companies,MPTODAY,Diligent Media,22.2,48.5,60.5,38.2,9.71,87.3,,9.68,6.51,10.0,-2.49,26.8,20.6,0.46,-7.22,19.8,60.0,2.19,0.8,0.07,https://www.screener.in/company/MPTODAY/
Media - Print/Television/Radio companies,521062,Madhya Prad. Tod,7.29,2.1,2.95,1.55,60.8,2.31,,4.53,5.17,10.0,4.03,35.5,20.6,3.47,0.21,28.8,49.2,-0.06,0.71,0.44,https://www.screener.in/company/521062/
Media - Print/Television/Radio companies,SABEVENTS,Perfect-Octave,6.4,6.1,6.33,2.63,,-0.77,,-12.9,-300.0,10.0,-3.49,132.0,20.6,1.05,-0.17,3.63,73.9,-0.33,0.96,,https://www.screener.in/company/SABEVENTS/
Media - Print/Television/Radio companies,531259,SAB Events,2.77,3.55,6.85,2.82,,-9.25,,-27.6,,10.0,-60.0,25.9,59.7,0.78,-7.17,48.2,58.6,0.01,0.52,,https://www.screener.in/company/531259/
Media - Print/Television/Radio companies,COALINDIA,Esha Media,231719.0,376.0,383.0,208.0,8.28,113.0,,70.5,56.0,10.0,12.7,81.1,16.4,616.0,12.9,1.79,66.5,11.0,0.98,0.09,https://www.screener.in/company/COALINDIA/consolidated/
Mining & Mineral products companies,VEDL,Coal India,96108.0,259.0,341.0,208.0,19.4,85.0,,21.2,20.4,1.0,-3.01,24.4,16.4,372.0,20.4,24.1,59.2,-4.8,0.76,2.38,https://www.screener.in/company/VEDL/consolidated/
Mining & Mineral products companies,NMDC,Vedanta,61440.0,210.0,213.0,104.0,12.3,83.6,,30.2,23.0,1.0,-8.55,102.0,16.4,293.0,14.7,1.41,75.1,3.5,0.99,0.09,https://www.screener.in/company/NMDC/consolidated/
Mining & Mineral products companies,LLOYDSME,NMDC,30305.0,600.0,688.0,236.0,26.7,43.2,,82.0,90.5,1.0,144.0,155.0,16.4,50.5,108.0,12.8,52.4,4.58,0.87,0.01,https://www.screener.in/company/LLOYDSME/
Mining & Mineral products companies,KIOCL,Lloyds Metals,22374.0,368.0,520.0,165.0,,31.6,,-4.54,-4.72,10.0,-3.36,123.0,16.4,60.8,-7.3,29.2,58.6,-0.35,0.71,0.09,https://www.screener.in/company/KIOCL/
Mining & Mineral products companies,GMDCLTD,KIOCL,12943.0,407.0,450.0,123.0,12.8,183.0,,31.3,22.9,2.0,-15.0,232.0,16.4,31.8,34.2,9.56,52.0,2.35,0.9,0.0,https://www.screener.in/company/GMDCLTD/consolidated/
Mining & Mineral products companies,SANDUMA,G M D C,7846.0,2905.0,2970.0,814.0,27.9,735.0,,18.4,14.7,10.0,-34.0,257.0,16.4,2.7,53.2,2.18,83.0,9.76,0.98,0.07,https://www.screener.in/company/SANDUMA/
Mining & Mineral products companies,MOIL,Sandur Manganese,6288.0,309.0,330.0,141.0,23.4,116.0,,14.7,11.0,10.0,1.0,120.0,16.4,20.4,8.99,6.34,56.7,3.02,0.94,0.0,https://www.screener.in/company/MOIL/
Mining & Mineral products companies,ORISSAMINE,MOIL,4256.0,7094.0,8344.0,2295.0,,-43.0,,-1.48,,1.0,-41.2,209.0,16.4,0.6,,15.0,48.6,3.2,0.85,,https://www.screener.in/company/ORISSAMINE/
Mining & Mineral products companies,ASHAPURMIN,Orissa Minerals,3852.0,421.0,483.0,91.0,17.4,87.8,,16.3,19.0,2.0,143.0,363.0,16.4,9.15,76.3,12.9,56.3,6.49,0.87,0.97,https://www.screener.in/company/ASHAPURMIN/consolidated/
Mining & Mineral products companies,512068,Ashapura Minech.,1808.0,123.0,159.0,38.1,,18.7,,-2.37,-2.85,1.0,-46.7,222.0,16.4,14.7,,22.8,47.2,-0.3,0.77,0.34,https://www.screener.in/company/512068/consolidated/
Mining & Mineral products companies,VISHNUINFR,Dec.Gold Mines,1039.0,422.0,454.0,73.0,63.1,,,30.5,32.8,10.0,73.1,478.0,16.4,2.46,43.4,6.98,68.6,,0.93,0.61,https://www.screener.in/company/VISHNUINFR/consolidated/
