Company_Type,Tiker_name,Company_name,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Company_link
Auto Ancillaries companies,517230,PAE,5.78,5.55,7.69,4.61,,-26.9,0.0,,,,,20.4,32.7,1.04,,27.8,53.0,-0.33,0.72,,https://www.screener.in/company/517230/
Auto Ancillaries companies,513687,Spectra Industri,3.54,5.0,8.23,3.81,,-75.6,0.0,,,,,31.2,32.7,0.71,,39.2,54.7,-1.78,0.61,,https://www.screener.in/company/513687/
Auto Ancillaries companies,505100,India Radiators,0.46,5.14,5.14,3.67,,8.33,0.0,,,,20.0,40.0,32.7,0.09,81.7,0.0,100.0,-1.67,1.0,0.0,https://www.screener.in/company/505100/
Automobile companies,MARUTI,Maruti Suzuki,323909.0,10302.0,10933.0,8127.0,28.5,2178.0,0.87,,11.5,,22.6,26.8,28.5,31.4,15.8,5.77,46.6,125.0,0.94,0.01,https://www.screener.in/company/MARUTI/consolidated/
Automobile companies,TATAMOTORS,Tata Motors,285543.0,780.0,803.0,381.0,17.8,161.0,0.26,,5.62,,33.0,105.0,25.1,332.0,9.84,2.86,75.3,11.3,0.97,2.38,https://www.screener.in/company/TATAMOTORS/consolidated/
Automobile companies,M&M,M & M,215056.0,1729.0,1758.0,1123.0,19.9,486.0,0.94,,18.1,,21.9,53.9,28.5,124.0,17.2,1.63,63.6,18.9,0.98,1.65,https://www.screener.in/company/M&M/consolidated/
Automobile companies,BAJAJ-AUTO,Bajaj Auto,192484.0,6797.0,6834.0,3520.0,28.1,1037.0,2.06,,20.2,,11.9,93.1,173.0,28.3,6.81,0.54,77.1,71.4,0.99,0.0,https://www.screener.in/company/BAJAJ-AUTO/consolidated/
Automobile companies,EICHERMOT,Eicher Motors,113439.0,4144.0,4202.0,2836.0,31.7,582.0,0.89,,21.1,,20.3,46.1,48.9,27.4,16.4,1.39,62.7,37.1,0.99,0.03,https://www.screener.in/company/EICHERMOT/consolidated/
Automobile companies,TVSMOTOR,TVS Motor Co.,96246.0,2026.0,2058.0,968.0,66.0,133.0,0.25,,25.6,,20.7,109.0,48.9,47.5,19.3,1.59,70.1,8.13,0.98,2.03,https://www.screener.in/company/TVSMOTOR/consolidated/
Automobile companies,HEROMOTOCO,Hero Motocorp,82744.0,4140.0,4195.0,2246.0,24.7,884.0,2.42,,16.7,,5.5,84.3,48.9,20.0,5.3,1.32,76.7,50.4,0.99,0.04,https://www.screener.in/company/HEROMOTOCO/consolidated/
Automobile companies,ASHOKLEY,Ashok Leyland,53305.0,182.0,192.0,133.0,25.1,30.2,1.43,,15.0,,29.0,36.4,25.1,294.0,24.4,5.2,62.3,1.79,0.95,3.87,https://www.screener.in/company/ASHOKLEY/consolidated/
Automobile companies,ESCORTS,Escorts Kubota,32963.0,2983.0,3440.0,1808.0,36.2,783.0,0.23,,8.56,,14.2,65.0,30.8,11.0,13.2,13.3,35.7,20.2,0.87,0.01,https://www.screener.in/company/ESCORTS/consolidated/
Automobile companies,TATAMTRDVR,Tata Motors-DVR,26407.0,519.0,537.0,202.0,,1086.0,0.4,,-3.68,,-4.32,157.0,25.1,50.8,,3.35,72.8,57.2,0.97,2.19,https://www.screener.in/company/TATAMTRDVR/consolidated/
Automobile companies,OLECTRA,Olectra Greentec,11055.0,1347.0,1465.0,374.0,143.0,106.0,0.03,,8.11,,23.2,260.0,25.1,8.21,75.9,8.07,67.6,2.2,0.92,0.15,https://www.screener.in/company/OLECTRA/consolidated/
Automobile companies,FORCEMOT,Force Motors,4772.0,3621.0,4468.0,1085.0,25.7,1537.0,0.28,,1.76,,56.2,234.0,25.1,1.32,17.8,19.0,40.7,71.2,0.81,0.36,https://www.screener.in/company/FORCEMOT/consolidated/
Automobile companies,VSTTILLERS,VST Till. Tract.,3264.0,3778.0,4196.0,2097.0,25.3,1009.0,0.66,,11.7,,18.3,80.2,30.8,0.86,22.8,9.95,41.1,42.2,0.9,0.0,https://www.screener.in/company/VSTTILLERS/
Automobile companies,531357,Mercury EV-Tech,1984.0,119.0,144.0,10.5,862.0,3.06,0.0,,3.45,,288.0,1032.0,28.5,16.7,,17.3,59.0,0.04,0.83,0.64,https://www.screener.in/company/531357/
Automobile companies,SMLISUZU,SML ISUZU,1913.0,1322.0,1578.0,658.0,24.0,159.0,0.0,,11.7,,35.8,101.0,25.1,1.45,16.4,16.2,41.1,14.6,0.84,1.11,https://www.screener.in/company/SMLISUZU/
Automobile companies,ATULAUTO,Atul Auto,1588.0,572.0,693.0,273.0,318.0,145.0,0.0,,0.94,,16.1,110.0,173.0,2.78,-6.38,17.4,36.6,2.74,0.83,0.34,https://www.screener.in/company/ATULAUTO/consolidated/
Automobile companies,538970,Wardwizard Inno.,1446.0,55.5,68.7,33.2,160.0,3.54,0.18,,12.3,,-21.2,67.1,48.9,26.1,1340.0,19.2,54.9,0.09,0.81,0.53,https://www.screener.in/company/538970/
Automobile companies,505141,Scooters India,534.0,61.2,76.5,26.0,,-0.93,0.0,,-63.6,,,135.0,173.0,8.73,,20.0,56.3,-0.13,0.8,,https://www.screener.in/company/505141/
Automobile companies,HINDMOTORS,Hindustan Motors,353.0,16.9,19.4,12.3,,-0.53,0.0,,,,,37.4,28.5,20.9,,12.8,51.2,-0.04,0.87,,https://www.screener.in/company/HINDMOTORS/
Banks companies,HDFCBANK,HDFC Bank,1297668.0,1709.0,1758.0,1460.0,19.2,519.0,1.11,,17.1,,47.4,17.0,13.2,759.0,11.8,2.76,77.6,22.2,0.97,7.39,https://www.screener.in/company/HDFCBANK/consolidated/
Banks companies,ICICIBANK,ICICI Bank,699063.0,997.0,1044.0,796.0,17.4,307.0,0.8,,17.2,,36.2,25.2,13.2,701.0,12.6,4.51,53.2,15.6,0.95,6.53,https://www.screener.in/company/ICICIBANK/consolidated/
Banks companies,SBIN,St Bk of India,573005.0,642.0,660.0,499.0,8.4,402.0,1.76,,16.8,,28.8,28.6,9.35,892.0,9.14,2.78,63.2,18.0,0.97,13.9,https://www.screener.in/company/SBIN/consolidated/
Banks companies,KOTAKBANK,Kotak Mah. Bank,379241.0,1908.0,2064.0,1644.0,22.1,563.0,0.08,,14.3,,35.4,16.1,13.2,199.0,7.99,7.57,70.7,22.4,0.92,3.75,https://www.screener.in/company/KOTAKBANK/consolidated/
Banks companies,AXISBANK,Axis Bank,339951.0,1102.0,1152.0,814.0,14.5,422.0,0.09,,14.5,,33.4,35.4,13.2,308.0,11.1,4.3,55.4,20.1,0.96,8.88,https://www.screener.in/company/AXISBANK/consolidated/
Banks companies,INDUSINDBK,IndusInd Bank,124355.0,1599.0,1619.0,990.0,15.0,704.0,0.88,,14.4,,27.6,61.5,13.2,77.8,8.11,1.23,66.3,28.1,0.99,7.06,https://www.screener.in/company/INDUSINDBK/
Banks companies,BANKBARODA,Bank of Baroda,119510.0,231.0,236.0,146.0,6.49,203.0,2.38,,15.1,,36.0,57.8,9.35,517.0,6.07,2.06,70.0,8.5,0.98,12.8,https://www.screener.in/company/BANKBARODA/consolidated/
Banks companies,PNB,Punjab Natl.Bank,105430.0,95.8,97.7,44.4,17.9,93.4,0.68,,3.34,,27.1,116.0,9.35,1101.0,16.5,2.0,72.9,1.81,0.98,13.2,https://www.screener.in/company/PNB/consolidated/
Banks companies,UNIONBANK,Union Bank (I),88282.0,119.0,129.0,60.3,7.41,115.0,2.52,,11.4,,26.8,97.4,9.35,741.0,29.4,7.96,55.6,4.82,0.92,14.8,https://www.screener.in/company/UNIONBANK/consolidated/
Banks companies,IOB,I O B,81847.0,43.3,51.1,20.8,35.1,13.4,0.0,,8.69,,22.4,108.0,9.35,1890.0,3.68,15.3,53.5,0.33,0.85,11.2,https://www.screener.in/company/IOB/
Banks companies,CANBK,Canara Bank,79368.0,438.0,455.0,269.0,5.71,430.0,2.74,,14.8,,32.4,62.8,9.35,181.0,20.0,3.78,58.1,20.9,0.96,15.8,https://www.screener.in/company/CANBK/consolidated/
Banks companies,IDBI,IDBI Bank,72471.0,67.4,74.8,42.9,15.2,43.1,1.48,,8.34,,26.4,57.2,13.2,1075.0,-0.42,9.83,56.8,1.29,0.9,5.79,https://www.screener.in/company/IDBI/consolidated/
Banks companies,IDFCFIRSTB,IDFC First Bank,62824.0,88.9,101.0,52.1,21.6,39.1,0.0,,10.6,,37.1,70.6,13.2,707.0,11.8,11.8,55.1,1.11,0.88,7.8,https://www.screener.in/company/IDFCFIRSTB/consolidated/
Banks companies,YESBANK,Yes Bank,61694.0,21.4,23.0,14.1,73.7,13.8,0.0,,1.99,,23.5,52.1,13.2,2876.0,-4.48,6.94,59.1,0.08,0.93,7.42,https://www.screener.in/company/YESBANK/consolidated/
Banks companies,INDIANB,Indian Bank,56694.0,421.0,463.0,252.0,8.23,398.0,2.04,,11.8,,25.2,66.9,9.35,135.0,28.1,9.09,48.4,16.6,0.91,13.0,https://www.screener.in/company/INDIANB/consolidated/
Banks companies,AUBANK,AU Small Finance,52659.0,787.0,799.0,548.0,32.8,165.0,0.13,,15.4,,34.5,43.7,13.2,66.9,24.2,1.43,66.1,6.01,0.99,6.89,https://www.screener.in/company/AUBANK/
Banks companies,BANKINDIA,Bank of India,51263.0,113.0,121.0,66.0,9.52,147.0,1.78,,6.33,,36.5,70.5,9.35,455.0,4.02,6.9,54.8,3.65,0.93,12.2,https://www.screener.in/company/BANKINDIA/consolidated/
Banks companies,UCOBANK,UCO Bank,47525.0,39.8,48.5,22.2,25.6,21.6,0.0,,7.55,,27.5,78.6,9.35,1196.0,5.26,18.0,51.5,0.34,0.82,10.5,https://www.screener.in/company/UCOBANK/
Banks companies,CENTRALBK,Central Bank,43492.0,50.1,56.0,22.2,19.9,33.7,0.0,,5.92,,20.8,125.0,9.35,868.0,2.72,10.5,59.4,0.72,0.89,12.6,https://www.screener.in/company/CENTRALBK/consolidated/
Banks companies,BANDHANBNK,Bandhan Bank,38887.0,241.0,272.0,182.0,15.3,122.0,0.62,,11.9,,13.1,32.5,13.2,161.0,13.5,11.2,57.7,4.48,0.89,6.78,https://www.screener.in/company/BANDHANBNK/
Banks companies,FEDERALBNK,Federal Bank,37997.0,156.0,159.0,121.0,10.4,105.0,0.64,,15.3,,35.5,29.2,13.2,243.0,9.44,1.98,60.2,4.23,0.98,10.8,https://www.screener.in/company/FEDERALBNK/consolidated/
Banks companies,MAHABANK,Bank of Maha,31972.0,45.2,51.9,22.8,9.35,23.5,2.88,,17.4,,32.2,98.0,9.35,708.0,11.4,13.0,47.2,1.3,0.87,15.5,https://www.screener.in/company/MAHABANK/consolidated/
Banks companies,PSB,Pun. & Sind Bank,29246.0,43.2,53.6,23.1,25.0,22.3,1.11,,9.01,,20.0,87.1,9.35,678.0,0.26,19.5,49.7,0.28,0.8,7.86,https://www.screener.in/company/PSB/
Banks companies,RBLBANK,RBL Bank,16831.0,279.0,294.0,132.0,15.8,226.0,0.54,,6.74,,25.5,112.0,13.2,60.3,2.35,4.9,59.8,4.89,0.95,7.23,https://www.screener.in/company/RBLBANK/
Banks companies,KARURVYSYA,Karur Vysya Bank,13557.0,169.0,172.0,92.7,9.94,107.0,1.18,,13.7,,25.2,82.2,13.2,80.3,2.85,1.92,62.9,4.72,0.98,9.09,https://www.screener.in/company/KARURVYSYA/
Banks companies,J&KBANK,J & K Bank,13545.0,123.0,140.0,44.6,9.06,95.9,0.41,,13.1,,23.0,176.0,13.2,110.0,3.47,12.1,53.4,3.72,0.88,12.6,https://www.screener.in/company/J&KBANK/consolidated/
Banks companies,EQUITASBNK,Equitas Sma. Fin,11937.0,106.0,114.0,52.2,15.9,46.4,0.95,,12.2,,29.2,102.0,13.2,113.0,16.3,7.33,58.6,1.77,0.93,5.5,https://www.screener.in/company/EQUITASBNK/
Banks companies,UJJIVANSFB,Ujjivan Small,11133.0,56.9,63.0,22.8,8.87,20.5,2.2,,33.3,,44.4,150.0,13.2,196.0,15.5,9.68,47.7,1.68,0.9,7.08,https://www.screener.in/company/UJJIVANSFB/
Banks companies,CUB,City Union Bank,11036.0,149.0,182.0,120.0,11.7,101.0,0.67,,13.4,,14.6,24.7,13.2,74.1,4.19,18.3,46.3,3.79,0.82,7.66,https://www.screener.in/company/CUB/
Banks companies,KTKBANK,Karnataka Bank,8116.0,234.0,258.0,124.0,5.99,263.0,2.14,,15.4,,19.3,88.6,13.2,34.7,3.7,9.21,54.5,10.6,0.91,10.8,https://www.screener.in/company/KTKBANK/
Banks companies,TMB,T N Merc. Bank,7988.0,504.0,611.0,396.0,7.48,438.0,0.99,,16.8,,12.7,27.4,13.2,15.8,5.59,17.5,41.0,17.3,0.83,6.97,https://www.screener.in/company/TMB/
Banks companies,CSBBANK,CSB Bank,7263.0,419.0,422.0,218.0,12.6,185.0,0.0,,18.7,,21.6,92.0,13.2,17.4,15.4,0.85,70.9,7.68,0.99,7.89,https://www.screener.in/company/CSBBANK/
Banks companies,UTKARSHBNK,Utkarsh Small F.,5913.0,53.8,61.6,37.2,13.2,,0.0,,22.6,,35.5,44.8,13.2,110.0,24.2,12.6,61.0,1.04,0.87,8.03,https://www.screener.in/company/UTKARSHBNK/
Banks companies,SOUTHBANK,South Ind.Bank,5588.0,26.7,28.5,13.8,6.11,31.9,1.12,,12.4,,20.4,94.2,13.2,209.0,-2.33,6.32,55.5,1.31,0.94,14.8,https://www.screener.in/company/SOUTHBANK/
Banks companies,DCBBANK,DCB Bank,4146.0,133.0,137.0,96.6,8.13,147.0,0.94,,10.8,,27.9,37.6,13.2,31.2,5.9,3.28,68.2,4.06,0.97,9.93,https://www.screener.in/company/DCBBANK/
Banks companies,ESAFSFB,ESAF Small Fin,3537.0,68.7,75.4,66.0,11.7,,0.0,,19.4,,47.1,4.01,13.2,51.5,26.4,8.89,48.3,3.12,0.91,10.5,https://www.screener.in/company/ESAFSFB/
Banks companies,FINOPB,Fino Payments,2171.0,261.0,380.0,191.0,27.4,66.4,0.0,,12.6,,98.0,36.5,13.2,8.32,73.6,31.2,42.0,2.35,0.69,2.45,https://www.screener.in/company/FINOPB/
Banks companies,SURYODAY,Suryoday Small,1663.0,157.0,195.0,90.4,10.7,149.0,0.0,,5.03,,28.5,73.2,13.2,10.6,15.6,19.5,45.7,4.74,0.8,5.01,https://www.screener.in/company/SURYODAY/
Banks companies,DHANBANK,Dhanlaxmi Bank,775.0,30.6,34.1,13.5,6.96,38.0,0.0,,5.22,,15.4,127.0,13.2,25.3,2.75,10.1,55.8,0.92,0.9,14.4,https://www.screener.in/company/DHANBANK/
Bearings companies,SCHAEFFLER,Schaeffler India,50064.0,3203.0,3726.0,2555.0,54.3,279.0,0.75,,21.9,,8.64,25.4,26.4,15.6,16.4,14.0,71.4,15.0,0.86,0.01,https://www.screener.in/company/SCHAEFFLER/
Bearings companies,TIMKEN,Timken India,24461.0,3252.0,3576.0,2659.0,68.3,294.0,0.05,,21.1,,9.31,22.3,26.4,7.52,20.2,9.06,71.4,12.4,0.91,0.01,https://www.screener.in/company/TIMKEN/
Bearings companies,SKFINDIA,SKF India,22742.0,4600.0,5535.0,3960.0,47.0,483.0,0.87,,24.8,,7.43,16.2,26.4,4.94,14.8,16.9,46.6,18.2,0.83,0.01,https://www.screener.in/company/SKFINDIA/
Bearings companies,NRBBEARING,NRB Bearings,3255.0,336.0,343.0,125.0,29.8,69.2,1.52,,16.1,,13.9,169.0,26.4,9.69,10.9,2.01,75.2,2.48,0.98,0.46,https://www.screener.in/company/NRBBEARING/consolidated/
Bearings companies,MENONBE,Menon Bearings,769.0,137.0,166.0,90.5,25.2,24.0,1.64,,26.6,,-2.75,51.7,26.4,5.6,16.4,17.5,50.4,1.12,0.83,0.18,https://www.screener.in/company/MENONBE/
Bearings companies,526073,Galaxy Bearings,473.0,1486.0,1750.0,869.0,26.1,258.0,0.0,,23.9,,19.4,71.1,26.4,0.32,35.0,15.0,56.5,13.2,0.85,0.09,https://www.screener.in/company/526073/
Bearings companies,SKP,SKP Bearing,350.0,211.0,246.0,136.0,26.4,28.4,0.0,,44.3,,405.0,54.6,26.4,1.66,,14.2,50.5,4.62,0.86,0.11,https://www.screener.in/company/SKP/
Bearings companies,505681,Bimetal Bearings,231.0,604.0,730.0,368.0,23.0,537.0,2.07,,4.97,,3.43,64.2,26.4,0.38,15.4,17.2,52.9,6.61,0.83,0.04,https://www.screener.in/company/505681/
Bearings companies,539398,Vishal Bearings,200.0,185.0,242.0,70.0,22.5,32.7,0.0,,27.2,,6.01,164.0,26.4,1.08,30.5,23.4,51.4,0.3,0.77,0.95,https://www.screener.in/company/539398/
Bearings companies,505827,SNL Bearings,145.0,401.0,420.0,240.0,19.7,154.0,1.62,,16.0,,2.86,67.2,26.4,0.36,11.9,4.5,79.8,5.95,0.95,0.0,https://www.screener.in/company/505827/
Bearings companies,NIBL,NRB Indl Bearing,106.0,43.6,51.0,15.0,,-10.6,0.0,,,,7.77,189.0,26.4,2.42,24.6,14.6,57.3,-2.48,0.85,,https://www.screener.in/company/NIBL/consolidated/
Bearings companies,522005,Austin Engg Co,67.1,193.0,216.0,111.0,16.2,169.0,0.0,,7.81,,-3.84,73.6,26.4,0.35,15.2,10.8,64.1,2.65,0.89,0.0,https://www.screener.in/company/522005/consolidated/
Bearings companies,541178,Benara Bearings,25.3,14.3,19.4,10.0,,11.7,0.0,,-31.7,,-23.9,43.1,26.4,1.77,-43.6,26.2,49.7,-0.89,0.74,2.93,https://www.screener.in/company/541178/
Cables companies,POLYCAB,Polycab India,82364.0,5485.0,5733.0,2546.0,51.2,480.0,0.36,,20.0,,20.4,115.0,39.4,15.0,16.9,4.33,52.9,28.4,0.96,0.03,https://www.screener.in/company/POLYCAB/consolidated/
Cables companies,KEI,KEI Industries,29324.0,3249.0,3308.0,1411.0,55.5,317.0,0.09,,20.2,,14.4,130.0,39.4,9.02,12.3,1.77,70.3,15.5,0.98,0.07,https://www.screener.in/company/KEI/
Cables companies,RRKABEL,R R Kabel,17728.0,1571.0,1822.0,1137.0,95.2,152.0,0.19,,20.3,,27.7,38.2,39.4,11.3,31.3,13.8,40.7,6.55,0.86,0.26,https://www.screener.in/company/RRKABEL/
Cables companies,FINCABLES,Finolex Cables,16352.0,1069.0,1219.0,525.0,28.8,256.0,0.65,,14.4,,11.7,104.0,39.4,15.3,15.9,12.3,56.6,10.8,0.88,0.0,https://www.screener.in/company/FINCABLES/
Cables companies,STLTECH,Sterlite Tech.,5698.0,143.0,193.0,128.0,25.6,53.5,0.7,,6.32,,13.7,11.1,23.9,39.9,10.3,26.0,42.1,0.85,0.74,1.73,https://www.screener.in/company/STLTECH/consolidated/
Cables companies,PARACABLES,Paramount Comm.,2159.0,88.2,96.4,27.9,34.8,16.7,0.0,,21.2,,22.2,216.0,39.4,24.5,9.4,8.61,67.2,0.82,0.91,0.38,https://www.screener.in/company/PARACABLES/consolidated/
Cables companies,UNIVCABLES,Universal Cables,1796.0,518.0,555.0,287.0,17.8,481.0,0.58,,8.46,,1.67,80.5,39.4,3.47,12.0,6.74,55.8,3.36,0.93,0.46,https://www.screener.in/company/UNIVCABLES/consolidated/
Cables companies,DYCL,Dynamic Cables,954.0,433.0,617.0,155.0,28.8,87.5,0.12,,19.0,,3.85,180.0,39.4,2.2,16.0,29.8,52.2,2.31,0.7,0.59,https://www.screener.in/company/DYCL/
Cables companies,BIRLACABLE,Birla Cable,857.0,286.0,433.0,119.0,22.2,82.8,0.88,,16.1,,21.7,140.0,23.9,3.0,52.6,34.0,51.5,1.77,0.66,0.62,https://www.screener.in/company/BIRLACABLE/
Cables companies,DIACABS,Diamond Power,844.0,160.0,160.0,22.1,,-184.0,0.0,,,,,624.0,39.4,5.27,,0.0,100.0,0.45,1.0,,https://www.screener.in/company/DIACABS/
Cables companies,PLAZACABLE,Plaza Wires,439.0,100.0,174.0,75.0,58.4,,0.0,,15.2,,3.24,33.7,39.4,4.38,4.67,42.3,43.7,0.51,0.58,0.84,https://www.screener.in/company/PLAZACABLE/
Cables companies,VMARCIND,V-Marc India,398.0,175.0,220.0,36.9,29.4,37.4,0.0,,14.0,,28.1,373.0,39.4,2.28,13.0,20.5,50.6,2.41,0.79,1.6,https://www.screener.in/company/VMARCIND/
Cables companies,538706,Ultracab India,260.0,27.2,33.6,11.5,44.1,18.1,0.0,,20.1,,2.0,137.0,39.4,1.91,17.7,19.0,67.5,0.8,0.81,1.11,https://www.screener.in/company/538706/
Cables companies,504240,Delton Cables,224.0,259.0,276.0,61.2,122.0,71.0,0.0,,1.01,,44.1,323.0,39.4,0.86,29.4,6.09,64.4,3.85,0.94,1.75,https://www.screener.in/company/504240/
Cables companies,AKSHOPTFBR,Aksh Optifibre,197.0,12.1,13.4,8.0,,4.09,0.0,,8.02,,-13.0,51.2,23.9,16.3,-1.56,9.7,76.3,-0.3,0.9,2.54,https://www.screener.in/company/AKSHOPTFBR/consolidated/
Cables companies,CORDSCABLE,Cords Cable,146.0,113.0,126.0,60.6,19.1,126.0,0.0,,4.64,,10.7,86.6,39.4,1.29,7.73,10.2,48.6,1.58,0.9,0.46,https://www.screener.in/company/CORDSCABLE/
Cables companies,539760,Relicab Cable,93.5,92.6,116.0,52.1,53.1,11.3,0.0,,14.7,,27.7,77.8,39.4,1.01,41.5,20.1,50.0,0.45,0.8,0.86,https://www.screener.in/company/539760/
Cables companies,MARCO,Marco Cables,91.8,49.1,65.8,37.0,39.2,,0.0,,18.7,,0.11,32.5,39.4,1.87,,25.4,35.0,0.5,0.75,2.41,https://www.screener.in/company/MARCO/
Cables companies,531472,Cybele Industrie,44.0,41.2,43.0,14.5,,25.3,0.0,,0.62,,0.92,184.0,39.4,1.07,24.8,4.28,67.2,0.36,0.96,0.67,https://www.screener.in/company/531472/
Cables companies,GODHA,Godha Cabcon,43.3,0.65,1.98,0.45,,1.02,0.0,,-5.72,,-87.6,44.4,39.4,66.6,-59.3,67.2,56.0,-0.01,0.33,0.03,https://www.screener.in/company/GODHA/
Cables companies,TNTELE,T N Telecom.,41.3,9.05,10.6,5.3,,-34.0,0.0,,,,,70.8,23.9,4.57,,14.2,49.2,-0.7,0.86,,https://www.screener.in/company/TNTELE/
Cables companies,540651,Jigar Cables,31.6,45.0,53.9,21.0,29.8,22.8,0.0,,6.67,,70.9,114.0,39.4,0.7,27.8,16.5,53.3,0.51,0.83,0.35,https://www.screener.in/company/540651/consolidated/
Cables companies,CMICABLES,CMI,9.7,6.05,23.5,5.15,,-79.3,0.0,,,,-67.5,17.5,39.4,1.6,-64.6,74.3,34.6,-52.3,0.26,,https://www.screener.in/company/CMICABLES/
Cables companies,531812,SGN Telecoms,4.44,0.55,0.98,0.39,,0.07,0.0,,-13.2,,,41.0,39.4,8.08,,43.9,31.0,-0.06,0.56,0.0,https://www.screener.in/company/531812/
Capital Goods - Electrical Equipment companies,SIEMENS,Siemens,143328.0,4025.0,4245.0,2810.0,75.0,366.0,0.25,,15.5,,21.1,43.2,42.3,35.6,22.1,5.19,63.3,15.0,0.95,0.01,https://www.screener.in/company/SIEMENS/
Capital Goods - Electrical Equipment companies,ABB,A B B,99064.0,4675.0,4957.0,2662.0,82.0,253.0,0.12,,17.0,,22.7,75.6,42.3,21.2,5.41,5.69,53.4,17.1,0.94,0.01,https://www.screener.in/company/ABB/
Capital Goods - Electrical Equipment companies,CGPOWER,CG Power & Indu.,69400.0,454.0,503.0,265.0,79.5,14.6,0.33,,66.0,,18.1,71.5,42.3,153.0,10.9,9.74,54.0,1.59,0.9,0.01,https://www.screener.in/company/CGPOWER/consolidated/
Capital Goods - Electrical Equipment companies,BHEL,B H E L,67395.0,194.0,200.0,66.3,946.0,74.9,0.21,,1.7,,2.37,192.0,42.3,348.0,2.87,3.08,70.6,-0.68,0.97,0.35,https://www.screener.in/company/BHEL/consolidated/
Capital Goods - Electrical Equipment companies,SUZLON,Suzlon Energy,51442.0,38.2,44.0,6.95,139.0,2.53,0.0,,,,-14.2,450.0,42.3,1347.0,26.2,13.2,52.9,0.08,0.87,0.04,https://www.screener.in/company/SUZLON/consolidated/
Capital Goods - Electrical Equipment companies,APARINDS,Apar Inds.,24315.0,6053.0,6103.0,1358.0,31.0,644.0,0.66,,32.3,,36.0,346.0,42.3,4.02,24.6,0.81,73.1,45.4,0.99,0.17,https://www.screener.in/company/APARINDS/consolidated/
Capital Goods - Electrical Equipment companies,POWERINDIA,Hitachi Energy,22311.0,5264.0,5380.0,2906.0,270.0,289.0,0.06,,8.03,,6.9,81.2,42.3,4.24,11.4,2.15,71.3,5.84,0.98,0.28,https://www.screener.in/company/POWERINDIA/
Capital Goods - Electrical Equipment companies,INOXWIND,Inox Wind,16289.0,500.0,502.0,88.8,,50.6,0.0,,-50.2,,86.3,463.0,42.3,32.6,-1.03,0.45,91.5,-0.74,1.0,1.65,https://www.screener.in/company/INOXWIND/consolidated/
